OverallQual,GrLivArea,GarageCars,TotalBsmtSF,FullBath,YearBuilt,LotArea,Neighborhood,HouseStyle,CentralAir,SalePrice
8,2077,0,2435,2,1995,12391,Downtown,1Story,N,415841.0
3,3945,2,1814,3,1980,19853,Rural,Bungalow,Y,388895.0
7,3184,1,837,3,1958,12892,Uptown,Bungalow,Y,453247.0
3,3738,2,2007,3,1964,13197,Rural,2Story,Y,380737.0
7,4324,0,1363,2,1975,15050,Riverside,1Story,Y,481958.0
2,3006,0,2387,3,1959,5374,Riverside,SplitLevel,N,327956.0
10,1498,1,203,2,1978,14911,Suburb,Bungalow,N,363822.0
6,3851,1,160,3,1985,10847,Downtown,2Story,Y,460527.0
3,1199,2,391,2,1986,16785,Suburb,SplitLevel,Y,258776.0
3,2849,2,768,3,2020,12960,Rural,Bungalow,Y,301654.0
9,4102,0,1093,1,1972,15535,Rural,1Story,Y,468998.0
7,2103,1,404,1,1990,10234,Suburb,Bungalow,Y,324753.0
5,1741,1,607,1,1977,12503,Suburb,SplitLevel,Y,281654.0
10,1625,1,1614,1,1997,7122,Suburb,SplitLevel,Y,372073.0
7,3101,2,1540,3,1987,11852,Suburb,1Story,Y,431103.0
9,2835,1,1837,1,1980,7387,Suburb,1Story,Y,431919.0
1,1690,0,689,2,1963,9631,Downtown,2Story,Y,238975.0
7,3168,0,1240,1,2022,9226,Suburb,1Story,Y,406399.0
6,1505,2,2103,1,1978,7108,Suburb,2Story,Y,277605.0
10,535,3,365,1,2000,4110,Rural,SplitLevel,Y,278736.0
9,1243,2,1722,3,1998,2957,Downtown,SplitLevel,Y,417697.0
1,2264,3,454,1,1992,9146,Uptown,Bungalow,Y,268646.0
4,852,1,103,2,2021,2560,Rural,Bungalow,Y,199537.0
9,4247,2,76,1,1954,3312,Rural,2Story,Y,434470.0
4,2422,0,229,1,1991,13595,Uptown,1Story,N,275903.0
10,572,1,1937,1,1956,7374,Suburb,1Story,Y,310567.0
3,3195,0,2378,2,1991,4651,Suburb,Bungalow,Y,340185.0
9,1876,1,1205,1,1985,12006,Riverside,SplitLevel,Y,383346.0
2,2414,2,892,2,1976,11933,Uptown,2Story,Y,284530.0
4,1593,3,1573,2,2007,18172,Riverside,SplitLevel,Y,329301.0
6,2972,1,2074,1,1995,4877,Uptown,SplitLevel,Y,402832.0
2,3546,3,1675,2,2015,6083,Downtown,1Story,Y,426472.0
8,1207,1,298,3,1974,2745,Downtown,2Story,Y,312509.0
8,2304,0,956,1,2022,10749,Rural,SplitLevel,Y,346249.0
1,3108,0,1114,1,1976,19325,Suburb,Bungalow,Y,299173.0
3,3375,1,1474,2,1950,19323,Suburb,Bungalow,Y,370714.0
10,4213,3,364,2,1991,19994,Uptown,1Story,N,546832.0
9,1455,2,1698,1,2001,3725,Suburb,Bungalow,Y,363185.0
5,3064,2,350,3,1974,14213,Suburb,Bungalow,Y,376339.0
6,2975,0,2300,2,2003,11528,Uptown,SplitLevel,Y,398092.0
4,4110,2,1904,2,2016,16162,Uptown,Bungalow,N,457257.0
10,659,0,1011,3,1955,10853,Suburb,Bungalow,Y,312755.0
2,2696,2,498,3,2007,9187,Uptown,SplitLevel,Y,323389.0
8,3323,1,949,1,2019,2032,Riverside,1Story,Y,439578.0
6,3801,0,1994,3,2002,16893,Suburb,1Story,Y,463437.0
5,2235,0,2046,1,2015,16408,Downtown,2Story,Y,407021.0
9,2085,1,507,3,2007,17160,Downtown,Bungalow,Y,423724.0
1,566,0,1327,2,1951,5414,Suburb,SplitLevel,Y,141809.0
5,3561,2,165,1,1971,19540,Suburb,2Story,Y,407285.0
6,4383,2,919,1,1986,14120,Riverside,1Story,Y,450445.0
5,2928,0,113,1,1969,3543,Uptown,1Story,Y,333336.0
6,557,2,991,3,1973,2271,Uptown,SplitLevel,Y,240556.0
6,3830,3,1951,2,2014,7295,Riverside,2Story,Y,514596.0
7,841,0,2254,1,2014,16963,Riverside,2Story,Y,329810.0
4,4409,1,1258,1,1950,13580,Suburb,SplitLevel,Y,419831.0
8,1653,3,514,1,1952,14597,Downtown,SplitLevel,Y,346590.0
7,3274,0,1231,1,1995,14045,Uptown,2Story,Y,422690.0
9,1695,1,708,2,2004,15603,Suburb,1Story,Y,362493.0
7,3317,2,2185,3,2013,11937,Suburb,Bungalow,Y,492437.0
3,3161,1,338,2,1994,16830,Rural,1Story,Y,314998.0
3,1732,3,67,1,1975,8722,Riverside,SplitLevel,Y,233389.0
8,4374,2,1596,2,2014,10201,Suburb,2Story,Y,528034.0
5,2901,0,1564,1,1973,6144,Uptown,2Story,Y,339407.0
4,1994,2,382,3,1984,7606,Suburb,Bungalow,Y,263479.0
8,2321,0,18,3,1973,8766,Rural,2Story,Y,327865.0
6,615,0,2121,3,1977,19114,Downtown,Bungalow,Y,326188.0
2,3835,1,572,1,1965,17928,Riverside,1Story,N,357638.0
4,1161,1,1299,2,2008,3648,Downtown,1Story,Y,308901.0
4,4383,1,2258,3,2003,4130,Uptown,2Story,Y,473851.0
6,1965,3,1943,1,1965,16392,Downtown,2Story,Y,393574.0
6,4119,3,650,1,1964,12588,Suburb,SplitLevel,Y,424387.0
1,3000,1,1645,2,1960,6366,Suburb,SplitLevel,N,294313.0
8,2368,3,993,3,2014,3506,Suburb,2Story,Y,379787.0
6,4048,2,1338,1,2017,17222,Downtown,2Story,Y,531639.0
3,2834,2,900,2,1992,14363,Suburb,1Story,Y,345076.0
9,3874,3,1684,3,2018,13795,Uptown,2Story,Y,597689.0
2,1516,3,1585,2,1962,11858,Rural,SplitLevel,Y,227307.0
8,810,2,1923,2,1959,14616,Downtown,1Story,N,362436.0
10,707,0,1781,1,1990,6136,Uptown,Bungalow,Y,336551.0
3,3165,2,1136,1,1999,15478,Downtown,SplitLevel,Y,386063.0
5,2993,2,2217,1,2020,13161,Suburb,SplitLevel,Y,386923.0
6,3217,3,1944,2,2008,4689,Suburb,1Story,Y,405533.0
10,1132,2,1037,1,1988,4810,Rural,Bungalow,N,309457.0
6,2602,3,1738,2,1952,13663,Suburb,SplitLevel,Y,385227.0
4,3459,3,287,2,1956,8152,Riverside,2Story,Y,359873.0
3,3583,1,2236,1,1998,2012,Suburb,SplitLevel,Y,353722.0
4,1156,2,1590,3,1975,13162,Suburb,1Story,Y,272110.0
1,1923,0,1745,3,1982,9999,Suburb,1Story,Y,225867.0
4,2431,1,1098,3,1997,9219,Riverside,1Story,Y,343943.0
1,4219,3,2324,2,1951,7328,Rural,SplitLevel,Y,340886.0
1,3527,3,939,2,2020,5621,Uptown,Bungalow,Y,363034.0
10,3062,0,1448,2,1981,13665,Riverside,2Story,Y,456907.0
6,2179,3,570,1,1953,13314,Riverside,1Story,Y,329918.0
5,4113,2,1000,2,1969,2652,Uptown,Bungalow,Y,400460.0
4,736,1,1205,1,1985,18182,Downtown,2Story,Y,260949.0
3,3850,3,917,1,1981,10812,Uptown,1Story,Y,423419.0
1,847,3,1874,3,1977,5790,Suburb,2Story,Y,225810.0
6,3174,0,832,3,1950,17659,Uptown,2Story,Y,409560.0
2,3675,2,2240,3,2009,3645,Rural,Bungalow,Y,323077.0
8,1129,3,1678,1,2005,12435,Uptown,2Story,Y,379466.0
10,2040,0,615,1,1984,5688,Suburb,1Story,Y,371617.0
5,2503,3,405,1,1979,9689,Rural,Bungalow,N,286901.0
7,4443,0,1749,2,2003,3379,Riverside,SplitLevel,Y,511424.0
10,1771,0,92,1,1985,6243,Downtown,SplitLevel,Y,388341.0
2,863,2,2477,3,2004,12237,Suburb,Bungalow,N,265984.0
8,2868,3,653,3,2007,18330,Rural,SplitLevel,Y,394310.0
2,4204,2,433,1,2014,7611,Riverside,2Story,Y,364585.0
4,785,0,1135,1,2018,14516,Downtown,1Story,N,234664.0
1,648,1,374,3,2000,15886,Downtown,2Story,Y,198674.0
5,1607,3,1066,1,1971,15716,Downtown,Bungalow,Y,360402.0
9,2953,1,206,3,2002,7912,Downtown,1Story,N,441649.0
1,3525,3,779,2,1985,8449,Riverside,Bungalow,Y,335595.0
9,955,2,1319,3,2017,3725,Uptown,Bungalow,N,361852.0
8,2266,2,1141,2,1985,17870,Rural,Bungalow,Y,381402.0
6,1299,2,531,1,2001,11304,Suburb,2Story,Y,251769.0
7,1684,2,2213,1,2002,9522,Uptown,1Story,Y,391359.0
3,1512,2,89,2,1999,15663,Downtown,1Story,N,264306.0
1,3331,1,1117,1,1990,6784,Suburb,1Story,Y,298185.0
5,3007,2,12,2,1967,11472,Suburb,2Story,Y,369207.0
2,4121,0,1857,1,1971,19616,Downtown,SplitLevel,Y,412272.0
5,2023,0,804,3,2015,12055,Suburb,2Story,Y,290949.0
8,3285,1,944,1,1970,14676,Suburb,2Story,Y,403460.0
9,3056,3,1857,3,1993,9446,Downtown,Bungalow,N,506852.0
2,4225,0,1610,3,1996,6725,Downtown,1Story,Y,413447.0
3,4375,3,1959,2,1988,16769,Uptown,1Story,Y,470251.0
3,980,1,1052,1,1978,3409,Downtown,SplitLevel,Y,225434.0
1,2186,3,295,2,2003,10205,Riverside,SplitLevel,Y,287959.0
8,2661,3,925,1,1966,18365,Downtown,Bungalow,Y,448574.0
6,3296,3,639,3,2009,2256,Uptown,1Story,Y,402699.0
8,2101,3,2387,3,1980,17704,Riverside,SplitLevel,Y,456099.0
9,2908,1,627,1,2022,19807,Riverside,SplitLevel,Y,483385.0
5,840,0,2486,1,1998,4990,Riverside,1Story,Y,270129.0
3,3317,2,1167,2,1951,3195,Suburb,2Story,Y,338356.0
5,2510,3,941,1,1997,3244,Suburb,SplitLevel,Y,326138.0
5,3308,0,829,1,1963,13415,Suburb,1Story,Y,353906.0
5,3516,0,1770,1,2008,8766,Downtown,SplitLevel,Y,436872.0
3,2996,1,975,2,2007,13662,Downtown,Bungalow,Y,388850.0
10,2366,0,954,1,2007,18210,Riverside,SplitLevel,Y,440315.0
4,1334,1,1262,3,2000,19690,Rural,1Story,Y,280416.0
9,1703,3,951,2,1951,12313,Rural,SplitLevel,Y,343932.0
10,2225,3,943,2,1990,4402,Riverside,Bungalow,Y,417013.0
9,3978,2,2202,3,1965,18880,Rural,Bungalow,Y,488254.0
2,2189,2,1204,3,1953,15275,Rural,SplitLevel,Y,269804.0
8,3767,2,2135,3,1961,16915,Uptown,SplitLevel,Y,534664.0
8,4037,0,1534,1,1978,2909,Downtown,Bungalow,Y,464809.0
7,810,3,1096,3,1956,17806,Suburb,Bungalow,Y,303836.0
8,761,1,178,1,1963,2372,Riverside,2Story,Y,263275.0
3,1942,2,2259,2,1961,3344,Riverside,2Story,Y,288033.0
6,905,1,1828,2,1954,10515,Riverside,Bungalow,N,258152.0
1,2690,1,1257,3,1981,4431,Suburb,SplitLevel,N,255432.0
7,841,2,464,1,1992,12585,Riverside,1Story,Y,276712.0
1,1839,3,1774,3,2018,17462,Downtown,SplitLevel,Y,301421.0
9,3672,2,1230,3,1994,3695,Downtown,SplitLevel,Y,531738.0
1,743,1,884,1,1958,3907,Suburb,2Story,Y,143050.0
1,989,2,2413,3,1998,19164,Suburb,2Story,Y,233839.0
7,511,1,2323,2,1982,3019,Suburb,2Story,N,236635.0
2,3810,1,2427,3,1967,13457,Suburb,Bungalow,Y,382889.0
5,1060,2,1332,1,1958,3403,Downtown,Bungalow,N,280260.0
8,541,0,1654,1,2011,19810,Suburb,SplitLevel,Y,288809.0
8,3225,2,944,2,2006,10855,Uptown,SplitLevel,Y,446088.0
3,1093,0,924,1,1978,7868,Rural,1Story,Y,165952.0
7,1952,1,1938,1,1974,12839,Downtown,SplitLevel,N,384605.0
3,2326,1,493,2,1964,2010,Suburb,SplitLevel,Y,230006.0
6,3729,0,1546,3,1955,8330,Rural,2Story,Y,407320.0
6,3787,1,1969,2,1991,17061,Suburb,2Story,Y,435820.0
3,2193,0,1094,3,1978,11230,Suburb,2Story,Y,274398.0
7,4033,0,2411,2,1953,9464,Rural,2Story,Y,450850.0
3,633,1,1825,3,2006,16746,Riverside,2Story,Y,252114.0
8,3638,3,762,2,1998,5003,Downtown,1Story,Y,511676.0
10,4419,0,2323,3,1993,9195,Suburb,1Story,Y,578503.0
4,3578,2,49,2,1963,15662,Suburb,1Story,Y,345268.0
1,1447,2,905,3,1952,15739,Rural,2Story,Y,200424.0
4,4097,1,563,2,2011,17588,Downtown,Bungalow,Y,469159.0
7,572,3,782,1,2013,3789,Downtown,2Story,Y,299046.0
4,898,1,2040,3,1994,9598,Suburb,2Story,Y,253344.0
6,1928,3,1831,2,2007,6838,Riverside,1Story,N,335321.0
9,4246,0,583,3,1969,7872,Uptown,2Story,N,507414.0
1,3125,0,1319,3,2007,13367,Rural,1Story,Y,244382.0
5,3406,0,235,2,2006,6299,Uptown,2Story,Y,394811.0
7,629,0,2103,3,2017,19357,Downtown,SplitLevel,Y,324525.0
1,3478,2,1942,2,2001,9083,Riverside,Bungalow,Y,382915.0
4,4037,2,359,1,1986,7494,Rural,Bungalow,Y,362200.0
6,3777,1,1930,3,1957,13317,Suburb,1Story,Y,459545.0
2,2311,3,109,1,1993,5129,Uptown,SplitLevel,Y,265687.0
10,2501,0,191,3,1954,2104,Uptown,Bungalow,Y,384729.0
5,4339,0,903,3,2018,9433,Uptown,1Story,Y,433800.0
10,765,3,1116,3,1980,9689,Downtown,2Story,Y,405297.0
1,2060,3,861,2,1994,5567,Riverside,2Story,Y,274015.0
6,2485,1,1083,1,1958,19565,Riverside,SplitLevel,Y,377559.0
6,1292,3,649,3,1981,6644,Suburb,Bungalow,Y,301678.0
4,2800,0,38,2,1982,16966,Downtown,2Story,N,348967.0
8,3369,0,636,3,2016,13330,Downtown,1Story,Y,471435.0
4,1812,0,1036,2,1979,6394,Riverside,2Story,Y,283226.0
8,663,0,35,3,1978,5534,Rural,2Story,Y,214013.0
8,594,0,2148,1,1952,14388,Suburb,Bungalow,Y,281671.0
5,2305,1,1361,1,2006,13319,Suburb,Bungalow,Y,380423.0
4,3380,0,1983,3,1979,8475,Suburb,1Story,Y,378556.0
2,1633,1,165,2,1958,16728,Rural,SplitLevel,Y,158033.0
3,2883,0,2430,3,1975,14006,Suburb,SplitLevel,Y,342545.0
3,1321,2,1879,2,1951,18150,Riverside,2Story,Y,260897.0
4,737,2,30,3,2011,2446,Rural,1Story,Y,184492.0
4,2928,2,10,2,1952,2108,Uptown,SplitLevel,Y,313662.0
10,4007,2,2011,1,1995,5239,Suburb,SplitLevel,N,513786.0
5,3446,1,2143,3,2017,7931,Downtown,2Story,Y,446289.0
4,3030,1,2239,1,1974,6053,Suburb,1Story,Y,356667.0
10,2460,3,485,1,2000,15746,Suburb,SplitLevel,Y,426208.0
8,3449,0,1289,3,1962,3245,Suburb,Bungalow,Y,432296.0
6,1548,2,1447,3,1993,15839,Riverside,Bungalow,Y,379967.0
6,2176,1,2285,2,1984,14856,Suburb,2Story,Y,349548.0
8,3688,0,1943,2,2004,7105,Downtown,2Story,Y,510415.0
7,3029,0,1963,1,1958,4922,Downtown,2Story,Y,384846.0
10,3963,1,1851,2,1951,4513,Suburb,2Story,Y,499563.0
10,3464,2,1469,2,2010,4801,Riverside,SplitLevel,Y,513535.0
8,3541,3,1366,3,1990,15895,Suburb,1Story,Y,476697.0
2,1463,0,990,2,1993,8981,Suburb,2Story,Y,187826.0
9,1036,3,824,1,2013,10221,Rural,2Story,Y,311121.0
1,3650,2,1462,2,1980,8038,Suburb,SplitLevel,Y,362029.0
8,2103,2,2153,1,1996,17082,Suburb,2Story,N,394951.0
4,3744,3,2228,3,1951,16648,Downtown,2Story,Y,477131.0
4,2479,2,2231,1,2018,2364,Suburb,1Story,Y,356814.0
5,3583,0,225,2,2007,3800,Downtown,Bungalow,N,430437.0
8,4371,3,776,3,1993,16110,Downtown,2Story,Y,542206.0
5,627,2,1112,2,2005,7958,Uptown,SplitLevel,Y,250925.0
8,4179,3,687,3,1992,11096,Downtown,1Story,Y,533445.0
10,591,0,529,3,1983,9436,Uptown,SplitLevel,Y,335371.0
1,4224,2,971,2,1979,14638,Uptown,1Story,Y,355586.0
10,1042,0,935,2,2020,2179,Suburb,1Story,Y,342085.0
9,1345,2,1422,3,2019,5873,Suburb,2Story,Y,373148.0
6,4103,1,2153,3,2004,19570,Downtown,2Story,Y,517271.0
3,2181,2,1294,2,2016,17455,Uptown,2Story,Y,342200.0
8,3536,3,1998,1,1962,19157,Rural,Bungalow,Y,466120.0
9,2351,2,1526,2,1952,14797,Rural,Bungalow,Y,400041.0
6,2994,0,678,3,1975,6460,Downtown,SplitLevel,Y,397641.0
7,889,0,2440,2,2006,17316,Riverside,2Story,Y,338359.0
1,3219,2,39,1,1973,2352,Downtown,Bungalow,Y,308578.0
5,2384,3,1105,2,2002,7344,Suburb,2Story,Y,367304.0
5,542,1,844,3,2019,6507,Suburb,Bungalow,N,232869.0
10,753,3,1743,2,1992,6830,Downtown,Bungalow,Y,402798.0
4,3701,1,2248,3,2009,13220,Suburb,1Story,Y,439435.0
6,1583,0,446,3,2007,2117,Uptown,2Story,N,324639.0
7,3210,3,1234,2,1998,18865,Uptown,2Story,Y,460140.0
9,3014,1,2491,3,1991,6287,Riverside,Bungalow,Y,506706.0
1,2834,2,1350,3,2015,6477,Suburb,2Story,Y,344152.0
6,3558,0,226,1,1960,8533,Rural,Bungalow,Y,331179.0
7,2040,2,47,1,1967,18627,Downtown,2Story,Y,366929.0
3,4038,0,1462,1,2001,14755,Suburb,1Story,Y,381336.0
8,2453,3,1830,1,1995,2865,Downtown,2Story,Y,450166.0
5,3325,3,186,3,1993,13173,Suburb,1Story,Y,367329.0
9,2892,0,2392,2,1971,7329,Suburb,SplitLevel,Y,430701.0
5,1141,0,2271,3,2002,2603,Suburb,2Story,Y,272575.0
9,2929,0,1932,3,2008,7756,Rural,2Story,Y,414353.0
10,4350,3,848,3,1979,13254,Riverside,2Story,Y,560224.0
4,1189,1,2032,2,1957,6018,Suburb,1Story,Y,242823.0
9,1776,2,1252,1,2006,7192,Riverside,2Story,Y,401969.0
5,2450,2,1413,3,2022,4015,Uptown,2Story,Y,385706.0
10,1579,3,978,3,1969,11850,Suburb,Bungalow,Y,421431.0
9,1986,2,1612,1,1974,5380,Rural,SplitLevel,Y,363439.0
3,956,0,1016,3,1968,5770,Downtown,1Story,Y,218491.0
4,1482,1,2235,2,1954,7829,Uptown,Bungalow,Y,289603.0
9,2630,2,1881,3,2021,3613,Rural,1Story,N,405846.0
10,4476,1,269,3,1976,15147,Riverside,Bungalow,N,540909.0
6,1622,0,1630,1,1989,17545,Rural,SplitLevel,Y,299226.0
2,648,2,309,3,1975,7372,Uptown,Bungalow,Y,196166.0
7,1852,3,2043,3,1976,12538,Uptown,1Story,Y,404154.0
2,1679,1,1574,2,2011,2148,Suburb,2Story,Y,242498.0
2,689,0,1095,1,1999,3754,Suburb,2Story,Y,173285.0
1,4065,1,1695,1,1991,9378,Suburb,SplitLevel,N,339308.0
3,1382,2,1445,2,1978,15591,Suburb,1Story,Y,238841.0
6,2810,2,2167,3,1988,11371,Suburb,1Story,Y,421015.0
8,3651,3,219,1,2009,14779,Riverside,1Story,Y,481681.0
9,899,0,52,1,1990,11795,Suburb,SplitLevel,Y,307029.0
7,3311,0,1757,3,1982,7692,Riverside,2Story,Y,401964.0
4,1108,3,1474,3,1965,6218,Uptown,Bungalow,Y,280742.0
6,3831,3,1666,1,1972,6803,Rural,SplitLevel,Y,412430.0
5,2295,0,1260,3,1956,13672,Riverside,Bungalow,Y,315070.0
8,2138,1,719,1,1975,5182,Suburb,2Story,Y,343944.0
1,2075,1,405,3,1961,13009,Riverside,SplitLevel,Y,263842.0
1,3332,3,2469,3,2021,16328,Suburb,2Story,Y,413724.0
6,2648,1,2294,2,1954,4586,Suburb,Bungalow,Y,383335.0
10,1882,0,71,3,2018,4648,Suburb,1Story,Y,366435.0
2,1903,2,1853,2,1998,9313,Suburb,1Story,Y,295017.0
5,1319,2,2232,3,1975,14544,Rural,Bungalow,Y,297172.0
1,3792,1,2053,1,1954,9407,Suburb,1Story,Y,329665.0
7,1319,3,1229,1,1971,19254,Suburb,Bungalow,Y,321579.0
1,919,3,1567,3,1962,17234,Riverside,SplitLevel,Y,227808.0
4,623,3,386,3,1977,17012,Rural,SplitLevel,Y,187840.0
9,921,3,1791,1,1982,11735,Suburb,SplitLevel,N,335016.0
1,3802,3,698,3,1972,15425,Rural,1Story,Y,334109.0
4,4261,1,1200,2,1967,17698,Uptown,2Story,Y,458580.0
6,3634,2,826,2,1979,17321,Riverside,1Story,Y,438389.0
6,2008,2,1822,2,1975,14646,Suburb,1Story,Y,375175.0
8,4199,1,348,2,1965,6893,Downtown,2Story,Y,502496.0
1,4274,3,1278,2,1988,11476,Suburb,2Story,Y,396679.0
7,2097,1,307,3,1982,19270,Suburb,2Story,Y,340195.0
1,1267,2,1150,3,1975,6382,Riverside,2Story,Y,246874.0
7,2544,0,1960,2,1997,3785,Suburb,1Story,N,377198.0
3,3030,1,2334,3,2014,15030,Riverside,Bungalow,Y,387085.0
8,3066,3,765,3,1987,13735,Suburb,SplitLevel,Y,437996.0
3,2702,2,724,2,1951,18679,Riverside,Bungalow,Y,325752.0
1,2639,2,1619,3,1955,12245,Downtown,1Story,Y,312117.0
8,3529,2,382,3,1995,4597,Riverside,2Story,Y,472955.0
3,2049,2,2435,3,1999,19064,Riverside,SplitLevel,Y,336952.0
2,3002,3,524,2,1987,2324,Riverside,SplitLevel,Y,324523.0
1,2264,0,275,3,1967,17160,Downtown,Bungalow,Y,266111.0
3,2544,2,336,1,1976,14614,Downtown,1Story,Y,338423.0
2,3145,1,1973,1,1990,2986,Rural,1Story,Y,301015.0
2,4216,0,480,2,2021,2760,Downtown,1Story,Y,380261.0
6,1009,2,910,1,1966,13885,Downtown,SplitLevel,Y,304814.0
1,1706,0,1996,2,2011,11228,Suburb,Bungalow,N,209241.0
2,885,1,1351,1,1978,19290,Suburb,SplitLevel,Y,228538.0
6,2097,2,2033,1,2007,7499,Suburb,SplitLevel,Y,371364.0
3,4302,1,1754,1,2019,2364,Downtown,2Story,Y,418003.0
4,2952,3,108,2,1971,10027,Downtown,Bungalow,Y,358857.0
1,2793,2,327,2,1955,15532,Suburb,2Story,Y,270931.0
8,1241,2,1799,3,1975,16408,Rural,1Story,N,319928.0
7,4162,2,314,2,1988,18105,Downtown,SplitLevel,Y,494457.0
7,3208,2,1134,1,1961,9939,Suburb,Bungalow,Y,389155.0
3,3197,3,780,1,1963,15936,Riverside,1Story,Y,366164.0
10,4042,2,1520,2,1971,11261,Riverside,Bungalow,Y,566994.0
10,4397,0,155,2,2000,17863,Riverside,SplitLevel,Y,534549.0
3,2411,2,1496,2,1972,14561,Riverside,Bungalow,Y,325591.0
2,1946,3,1724,3,1997,12447,Suburb,1Story,Y,290328.0
1,1400,2,886,1,2020,16172,Rural,2Story,N,166527.0
7,2612,0,721,3,1999,13878,Suburb,SplitLevel,Y,368517.0
7,3584,3,912,3,1962,14411,Rural,2Story,Y,439618.0
2,2760,3,870,1,1959,7448,Suburb,SplitLevel,N,252009.0
7,2509,0,12,1,2004,4107,Rural,1Story,Y,302647.0
8,741,0,497,2,1958,9928,Suburb,SplitLevel,Y,264406.0
1,3040,0,1756,2,2001,17234,Downtown,2Story,Y,350247.0
9,3784,0,2285,3,1951,18310,Uptown,SplitLevel,Y,533496.0
7,4264,0,1117,2,1974,15528,Downtown,1Story,N,493269.0
3,2885,3,1194,2,1962,15313,Suburb,SplitLevel,N,327315.0
8,2520,3,2004,1,2000,3559,Downtown,2Story,N,432169.0
7,672,2,1647,1,2007,17167,Suburb,1Story,Y,321226.0
8,1171,2,1590,2,1983,17343,Downtown,2Story,Y,396735.0
6,663,1,1490,1,1984,7830,Riverside,SplitLevel,N,300375.0
9,964,2,142,2,1952,9523,Suburb,Bungalow,N,290530.0
5,3542,2,1224,1,2008,19009,Suburb,2Story,Y,408630.0
3,996,0,564,1,2019,17524,Suburb,SplitLevel,Y,218844.0
3,1199,0,2431,1,1997,15285,Rural,Bungalow,Y,227028.0
1,2942,2,1715,1,2013,12973,Uptown,Bungalow,Y,345015.0
8,1202,1,416,2,1968,5006,Rural,1Story,Y,275046.0
2,2440,0,1848,3,2016,6302,Uptown,Bungalow,N,316813.0
3,2855,2,2355,1,2022,19472,Riverside,2Story,N,395058.0
8,2291,2,1717,2,1954,6611,Riverside,2Story,Y,418582.0
8,682,3,1390,2,2016,11372,Rural,Bungalow,Y,313556.0
4,1128,1,1067,1,1960,16080,Suburb,SplitLevel,Y,202580.0
4,4365,3,1866,3,2017,17082,Rural,2Story,Y,454604.0
5,3057,1,1121,1,2018,16641,Suburb,2Story,Y,366068.0
6,2231,0,1288,2,1950,12093,Uptown,1Story,Y,362436.0
5,1045,1,1806,3,2012,10378,Uptown,SplitLevel,N,263527.0
7,2087,2,2187,2,1978,3597,Uptown,Bungalow,N,402359.0
2,1123,2,1504,1,1961,13600,Uptown,SplitLevel,Y,221575.0
7,4335,1,1016,3,1990,5747,Downtown,1Story,Y,491958.0
10,1093,1,952,2,1951,15879,Downtown,1Story,N,376617.0
7,1243,1,71,2,1986,15017,Suburb,SplitLevel,Y,284511.0
1,3798,3,1690,2,1994,9432,Riverside,1Story,Y,408729.0
7,2268,1,1291,1,1997,6725,Uptown,1Story,Y,395193.0
5,4304,0,1344,3,1973,12437,Rural,1Story,Y,400493.0
3,1959,3,2154,1,1971,15269,Uptown,SplitLevel,Y,341666.0
3,2448,3,882,1,1960,15092,Uptown,1Story,Y,315739.0
4,3993,1,138,1,2007,9002,Riverside,Bungalow,N,377669.0
2,3101,0,2320,3,1995,8131,Uptown,Bungalow,Y,368364.0
2,2568,3,1504,1,1978,15261,Rural,2Story,N,294449.0
1,3101,2,2463,1,1984,14612,Rural,Bungalow,N,288317.0
5,2944,3,732,1,1964,6537,Suburb,2Story,Y,347092.0
4,3172,1,1748,1,2009,15091,Rural,SplitLevel,Y,350275.0
10,604,0,423,2,1991,4335,Suburb,1Story,Y,279073.0
2,2739,1,1591,1,1992,6321,Downtown,Bungalow,Y,353028.0
3,516,2,389,2,1998,15254,Uptown,2Story,Y,203888.0
7,3691,2,341,1,2013,2559,Suburb,SplitLevel,Y,412066.0
7,892,2,945,3,1981,2713,Riverside,2Story,Y,325838.0
4,924,1,613,2,2013,6593,Suburb,1Story,Y,228088.0
5,2676,3,492,2,1951,17184,Suburb,Bungalow,N,373250.0
5,3701,1,191,2,1973,17261,Suburb,SplitLevel,Y,387877.0
6,1071,0,498,2,2015,2256,Downtown,2Story,Y,324542.0
9,4131,3,821,3,1987,16574,Suburb,SplitLevel,Y,536821.0
2,2576,2,1735,1,1980,2037,Suburb,2Story,Y,276149.0
5,1620,1,1256,2,1975,12264,Downtown,2Story,Y,314598.0
3,3581,2,1968,3,1978,14697,Suburb,1Story,Y,375902.0
4,741,2,226,2,2016,10652,Suburb,1Story,Y,202836.0
10,4397,0,1394,1,1974,17930,Uptown,2Story,Y,538917.0
6,2779,3,2186,2,1997,3832,Downtown,Bungalow,Y,423539.0
8,1288,0,816,3,2014,17517,Rural,SplitLevel,Y,266967.0
1,3855,0,1473,1,2002,7167,Uptown,SplitLevel,Y,363458.0
10,1214,0,1086,3,2016,2432,Suburb,1Story,Y,362568.0
8,1258,2,103,1,1967,6151,Riverside,Bungalow,N,304202.0
7,3349,0,1874,1,1958,16912,Uptown,2Story,Y,423419.0
1,1275,0,870,1,1987,8411,Uptown,1Story,N,210943.0
2,3273,3,667,2,1970,2256,Downtown,2Story,Y,350066.0
3,2747,3,2042,3,2014,2671,Uptown,2Story,Y,362633.0
1,3492,0,272,3,1970,2489,Uptown,1Story,Y,307722.0
9,578,3,1029,3,1976,8889,Suburb,Bungalow,Y,324132.0
8,4484,3,2231,1,2019,13906,Suburb,SplitLevel,Y,511258.0
